Tier,Category,Group Name,Facebook URL,Geography,Primary Audience,Approx Members,Privacy,Activity Level,Why Relevant,Self-Promo Allowed,Admin / Dealer-Run,Source Batch,URL Type,final_tier,recommended_action,pitch_angle,recommended_template,recommended_keyword,audience_archetype,red_flag,research_batch
5,International,Australian Farmers Buy Swap and Sell,https://www.facebook.com/groups/171456286358561/,Australia,Australian farmers,unknown,unknown,active,International farmer BST,unknown,no,B5,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Australian Farming Jobs,https://www.facebook.com/groups/243997540167504/,Australia,AU farmers/workers,unknown,Public,unknown,Australian farm community,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Boer Goat Farmers Boerbok Boere,https://www.facebook.com/groups/boerbok/,South Africa,SA goat farmers,unknown,Public,unknown,SA livestock producers,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Boere Koop En Verkoop South Africa Farmers Buy and Sell,https://www.facebook.com/groups/Boere.Koop.Verkoop.Farmers.Buy.Sell.South.Africa/,South Africa,SA farmers,unknown,Public,unknown,SA farmer marketplace,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Central Alberta Farm Equipment-Only Buy And Sell,https://www.facebook.com/groups/843112222372029/,Canada,AB farmers,unknown,Public,unknown,Central AB equipment reach,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Drone Pilots Philippines,https://www.facebook.com/groups/DronePilotsPhilippines/,Philippines,PH ag drone operators,unknown,unknown,active,Active PH ag drone Agras discussion,unknown,no,B3,Group,C,Monitor only (content mining),International drone peers; mine for technique/trends,,,,Wrong market; do not post,5
5,International,Manitoba Used Farm Equipment,https://www.facebook.com/groups/manitobausedfarmequipment,Canada,Manitoba farmers,unknown,unknown,unknown,Manitoba used equipment trading,unknown,no,B2,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,NZ Drone Sales,https://www.facebook.com/groups/370269566769372/,New Zealand,NZ ag drone buyers,unknown,unknown,unknown,NZ drone buy/sell including ag,unknown,no,B3,Group,C,Monitor only (content mining),International drone peers; mine for technique/trends,,,,Wrong market; do not post,5
5,International,Ontario Farm Equipment Buy and Sell,https://www.facebook.com/groups/724584377731660/,Canada,ON farmers,unknown,Public,unknown,Ontario equipment audience,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Ontario Farmers - Equipment For Sale - Ag Talk,https://www.facebook.com/groups/OntarioFarmer,Canada,Ontario farmers,unknown,unknown,unknown,Ontario farmer equipment and ag talk,unknown,no,"B2, B6",Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,SOUTH AFRICAN FARMERS,https://www.facebook.com/groups/444283176819829/,South Africa,SA farmers,unknown,Public,unknown,Broad SA farmer audience,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Saskatchewan Farm Buy and Sell,https://www.facebook.com/groups/424111934366026/,Canada,Canadian farmers,unknown,unknown,unknown,Canadian used farm equipment trading,unknown,no,"B2, B6",Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Saskatchewan Farmers Group,https://www.facebook.com/groups/1494688647424826/,Canada,Canadian prairie farmers,unknown,unknown,unknown,Large Canadian prairie farmer community,unknown,no,B2,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Sheep Farmers UK,https://www.facebook.com/groups/178800890546254/,UK,UK sheep farmers,unknown,Public,unknown,UK livestock producers,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Small Farm Alberta Buy/Sell/Trade,https://www.facebook.com/groups/493248640739703/,Canada,AB small farmers,unknown,Public,unknown,AB small farm marketplace,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,South Africa Farmers Network,https://www.facebook.com/groups/174249249401744/,South Africa,SA farmers,unknown,Public,unknown,English-speaking SA farmers,unknown,No,B6,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,South African Farmers in North America,https://www.facebook.com/groups/475054429317924/,North America,SA expat farmers,unknown,Public,unknown,SA expats farming in US/Canada,unknown,No,B6,Group,C,Join+Test (single post),Expat farmers now in US; actually US audience,,,Farmer-operator,,5
5,International,Southern Alberta Small Farm Buy Sell Trade,https://www.facebook.com/groups/767104950017656/,Alberta Canada,Small farmers,unknown,unknown,unknown,International farmer BST,unknown,no,"B5, B6",Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,International,Tasmania Farmers Buy Sell and Swap,https://www.facebook.com/groups/315668965256900/,Tasmania Australia,Australian farmers,unknown,unknown,unknown,International farmer BST,unknown,no,B5,Group,C,Skip,,,,,Non-US market; no fit (Canada has no in-crop drone labels),5
5,Specialty Crop,(The Real) Citrus and Fruit Tree Growers,https://www.facebook.com/groups/2251081285050402/,Global,Citrus + fruit tree growers,unknown,unknown,unknown,Citrus and fruit tree growers,unknown,no,B3,Group,B,Join+Lurk,Crop-specific spray window or coverage angle,T3 photo story,TANK,Specialty,,5
5,Specialty Crop,Backyard Pecan Growers,https://www.facebook.com/groups/251372718704826,National,Pecan growers,unknown,unknown,unknown,"Pecan growers, tall-canopy spraying drone use case",unknown,no,B2,Group,B,Join+Post,Pecan scab in upper canopy where airblast cannot reach,T3 photo story,GEAR,Specialty,,5
5,Specialty Crop,CITRUS GROWERS HOBBYIST,https://www.facebook.com/groups/citrusgrowers/,Global,Citrus growers,unknown,unknown,unknown,Citrus growers community,unknown,no,B3,Group,C,Skip,,,,,Hobbyist global group; low US commercial fit,5
5,Specialty Crop,Cannabis/Marijuana Growers,https://www.facebook.com/groups/MarjuanaGrowers/,Global,Outdoor cannabis growers,unknown,unknown,unknown,Large-scale outdoor cannabis cultivation where drones are used,unknown,no,B2,Group,C,Skip,,,,,Legal/liability minefield; most operators avoid,5
5,Specialty Crop,Cotton Mafia,https://www.facebook.com/groups/377014377133978/,"TX, National",Cotton growers,unknown,unknown,active,"Cotton growers, prime drone fungicide market",unknown,no,B1,Group,A,Join+Post,"Cotton defoliation drift, PGR passes, harvest aid","T3 photo story, T7 honest gear take",GEAR,Specialty,Drift near pecans/gardens is a hot topic; be careful,5
5,Specialty Crop,Florida Farm Finder,https://www.facebook.com/groups/floridafarmfinder/,Florida,FL farmers/producers,unknown,Public,unknown,FL farmer-operators in citrus/sugarcane/row crop country,no - food focus,No,B6,Group,B,Join+Lurk,"FL tropical crops, citrus greening, mosquito pressure",,,Specialty,,5
5,Specialty Crop,Hobby Fruit Growers,https://www.facebook.com/groups/750175238446207/,National,Fruit growers,unknown,unknown,unknown,"Fruit growers, orchard spraying overlap",unknown,no,B2,Group,C,Skip,,,,,Hobbyist; not commercial spray buyers,5
5,Specialty Crop,Hop Growers Forum (Nationwide),https://www.facebook.com/groups/387211704650588/,National,Hop growers,unknown,unknown,unknown,Nationwide hop growers,unknown,no,B3,Group,A,Join+Post,Top-canopy coverage on 18ft trellis hops,T3 photo story,GEAR,Specialty,,5
5,Specialty Crop,Idaho potato farming history,https://www.facebook.com/groups/397526214154529/,Idaho,Idaho potato growers,unknown,unknown,unknown,"Idaho potato grower community (audience reach, not pure operator)",unknown,no,B3,Group,C,Skip,,,,,Historical/heritage focus; not active growers,5
5,Specialty Crop,Michigan Nut & Fruit Growers Association,https://www.facebook.com/groups/147035168841140/,Michigan,Tree nut + fruit growers,unknown,unknown,unknown,Tree nut and fruit growers,unknown,industry org,B3,Group,B,Join+Post,Pecan scab in upper canopy where airblast cannot reach,T3 photo story,GEAR,Specialty,,5
5,Specialty Crop,Real Christmas Tree Farmers,https://www.facebook.com/groups/493464414503226,National,Christmas tree growers,unknown,unknown,unknown,"Christmas tree growers spray for pests, drone fit",unknown,no,B2,Group,B,Join+Post,Hillside Fraser fir scale/adelgid spraying,T3 photo story,GEAR,Specialty,,5
5,Specialty Crop,Rice/row-crop group (verify name),https://www.facebook.com/groups/694281934016818/,"AR, Mid-South",Mid-South rice + row-crop farmers,unknown,unknown,moderate,Mid-South rice and row-crop farmers (note: dup with My Job Depends On Ag ID),unknown,no,B1,Group,A,Join+Post,"Levees, power lines, wet fields; drones excel on rice","T1 rate question, T3 photo story",RATES,Specialty,,5
5,Specialty Crop,Saskatchewan Organic Farmers,https://www.facebook.com/groups/120896114918848/,Canada,Organic prairie growers,unknown,unknown,unknown,Organic prairie growers interested in low-drift application,unknown,no,B2,Group,C,Skip,,,,,Canadian; no in-crop drone pesticide labels,5
5,Specialty Crop,Silage Kings,https://www.facebook.com/groups/672797889593163,USA,Forage + silage operators,unknown,unknown,unknown,"Forage and silage operators, custom application crossover",unknown,no,B2,Group,B,Join+Post,Tall silage corn fungicide when rig is parked,T3 photo story,TANK,Specialty,,5
5,Specialty Crop,Social Hops Growers Forum,https://www.facebook.com/groups/SocialHops/,Global,Hop growers,unknown,unknown,unknown,Hop growers forum,unknown,no,B3,Group,A,Join+Post,Top-canopy coverage on 18ft trellis hops,T3 photo story,GEAR,Specialty,,5
5,Specialty Crop,Sorghum and Milo Feed Group,https://www.facebook.com/groups/289883209317365/,National,Sorghum/milo growers,unknown,Public,unknown,Sorghum growers in drone spray regions,unknown,No,B6,Group,B,Join+Post,Sugarcane aphid (sorghum aphid) thresholds and timing,T3 photo story,GEAR,Specialty,,5
5,Specialty Crop,Texas Organics Forum,https://www.facebook.com/groups/572990662879689/,Texas,Organic growers,unknown,Public,unknown,TX organic growers use drones for scouting,unknown,No,B6,Group,C,Skip,,,,,Synthetic pesticides prohibited; limited fit,5
5,Specialty Crop,Wheat Country,https://www.facebook.com/groups/409264769271745,USA,Wheat growers,unknown,unknown,unknown,Wheat growers and machinery audience,unknown,no,B2,Group,B,Join+Post,Wheat flag-leaf fungicide timing,T3 photo story,TANK,Specialty,,5
5,Trail Riding,Hill Country Trail Riders Central Texas,https://www.facebook.com/groups/1101544713198194/,Central Texas,Trail riders,unknown,unknown,unknown,TX Hill Country landowner overlap,unknown,Community,B8,Group,C,Goodwill only,Spray-window transparency for trail safety; not subscriber play,,,,Never promote spraying; reputational play only,5
5,Trail Riding,Horse Trails and Camping Across America,https://www.facebook.com/groups/HorseTrailsAcrossAmerica/,USA,Trail riders,unknown,unknown,unknown,National rural landowner overlap,unknown,Community,B8,Group,C,Goodwill only,Spray-window transparency for trail safety; not subscriber play,,,,Never promote spraying; reputational play only,5
5,Trail Riding,Tennessee Horse Trails and Campgrounds,https://www.facebook.com/groups/774829453754655/,Tennessee,Trail riders,unknown,unknown,unknown,TN rural landowner overlap,unknown,Community,B8,Group,C,Goodwill only,Spray-window transparency for trail safety; not subscriber play,,,,Never promote spraying; reputational play only,5
5,Trail Riding,Texas Trail Riding Group Original,https://www.facebook.com/groups/TexasTrailRiding/,Texas,Trail riders,unknown,unknown,unknown,TX rural landowner overlap,unknown,Community,B8,Group,C,Goodwill only,Spray-window transparency for trail safety; not subscriber play,,,,Never promote spraying; reputational play only,5
5,Trail Riding,Trail Riders Of Tennessee,https://www.facebook.com/groups/trailridersoftennessee/,Tennessee,Trail riders,unknown,unknown,unknown,TN rural landowner overlap,unknown,Community,B8,Group,C,Goodwill only,Spray-window transparency for trail safety; not subscriber play,,,,Never promote spraying; reputational play only,5
5,Trail Riding,Trail Riding Tennessee,https://www.facebook.com/groups/454825584702072/,Tennessee,Trail riders,unknown,unknown,unknown,TN rural landowner overlap,unknown,Community,B8,Group,C,Goodwill only,Spray-window transparency for trail safety; not subscriber play,,,,Never promote spraying; reputational play only,5
6,Page (Editorial),Ag Drone Canada,https://www.facebook.com/agdronecanada,Canada,Canadian ag drone community,unknown,n/a,unknown,"Canadian ag drone community (Page, dealer-run)",n/a,dealer-run,B2,Page,B,Comment+DM (editorial swap),US vs Canada drone-spray explainer cross-feature,,,Editorial partner,Canadian dealer; small audience; no in-crop labels,6
6,Page (Editorial),Arizona Farm and Ranch Group,https://www.facebook.com/azfarmranch/,Arizona,AZ ag community,unknown,n/a,unknown,"Arizona ag advocacy (Page, not Group, use for editorial outreach)",n/a,industry org,B2,Page,B,Editorial outreach (email),AZ water-saving expert quote piece,,,Editorial partner,Advocacy page; slow editorial cycle,6
6,Page (Editorial),Drone Spray Canada,https://www.facebook.com/DroneSprayCanada/,Canada,Canadian spray drone shop,unknown,n/a,unknown,Canada spray drone shop (Page),n/a,dealer-run,B2,Page,B,Comment+DM (editorial swap),Trade reads with Adrian Rivard; CADA-connected,,,Editorial partner,Canadian; small audience,6
6,Page (Editorial),"Georgia Hemp Farmers, Growers and Retailers",https://www.facebook.com/GeorgiaHempGroup/,Georgia,Hemp growers,unknown,n/a,unknown,"Hemp growers (Page, not Group)",n/a,no,B2,Page,B,Comment+DM,"Plain English: what you can legally fly on hemp (49 EPA labels, 46 biopesticides)",,,Specialty,CBD market crash thinned audience; bigger crossover via GA pecans/cotton,6
6,Page (Editorial),Grow Organic Apples (Holistic Orchard Network),https://www.facebook.com/groworganicapples/,National,Orchard growers,"3,098 likes",n/a,unknown,"Holistic Orchard Network (Page, use for editorial)",n/a,no,B2,Page,B,Comment+DM,OMRI kaolin/copper application on steep blocks,,,Specialty,Founder deceased; admin status unclear,6
6,Page (Editorial),Veterans to Farmers,https://www.facebook.com/VeteranstoFarmers/,National,Veteran farmers,unknown,n/a,unknown,"Veterans entering ag (Page, nonprofit founded by USMC vet Buck Adams)",n/a,nonprofit,B2,Page,B,Email outreach,Veteran-operator profile cross-feature,,,Drone-curious,"CO-only, low tempo; FVC is the bigger channel",6
6,Page (Editorial),Wisconsin Hemp Co-Op,https://www.facebook.com/wihempcoop/,Wisconsin,Hemp growers,unknown,n/a,unknown,WI hemp (Page),n/a,no,B2,Page,B,Comment+DM,"Plain English: what you can legally fly on hemp (49 EPA labels, 46 biopesticides)",,,Specialty,CBD market crash thinned audience; bigger crossover via GA pecans/cotton,6
